Soil_Moisture,Nutrient_Level,Crop_Health,Temperature,Humidity,Precipitation,Yield_Percentage,Future_Temperature,Future_Humidity,Future_Precipitation
43,120,7,25,62,6,87,27,67,6
51,120,8,26,66,6,90,26,65,6
80,179,5,31,74,4,75,20,75,4
73,175,3,30,75,2,75,21,76,3
77,188,4,31,74,3,83,21,76,3
70,180,3,32,71,5,87,21,74,3
80,177,3,31,75,3,75,20,76,3
80,180,3,32,75,2,77,22,76,3
68,120,8,26,62,5,87,27,66,7
50,120,7,25,64,8,89,25,67,7
41,120,9,25,66,7,85,28,68,7
76,181,5,32,73,4,77,20,74,6
44,125,7,25,62,6,87,28,67,7
63,131,7,26,67,8,88,28,66,8
79,163,3,31,74,2,84,20,75,3
80,177,3,32,75,3,75,20,76,4
80,183,6,33,75,4,78,22,76,6
49,120,8,26,62,7,87,28,66,7
48,134,8,26,63,6,86,25,66,7
54,137,7,29,65,7,89,21,75,6
80,161,3,31,75,3,78,22,76,3
50,120,7,25,64,7,91,27,67,7
75,184,8,31,74,2,85,21,76,6
44,126,7,27,64,7,85,26,67,7
75,196,7,31,73,3,79,23,76,4
68,120,3,32,74,7,88,27,74,7
51,120,8,25,63,6,86,22,65,6
80,157,6,31,73,3,87,21,74,6
45,120,7,25,66,7,91,27,67,6
48,140,6,25,66,6,87,20,68,7
48,120,7,25,61,6,88,27,64,8
76,168,6,30,70,3,75,22,76,3
47,126,7,31,64,6,88,28,65,6
80,178,5,32,74,2,78,21,76,3
44,120,8,26,66,7,86,27,67,8
66,172,8,32,66,4,84,28,64,3
78,140,7,31,63,4,88,22,74,7
55,124,8,25,64,6,92,28,64,7
51,121,7,30,64,4,87,23,75,6
62,120,7,28,63,7,88,27,69,7
72,176,6,32,73,2,83,23,76,3
76,185,3,33,75,3,77,20,76,3
54,130,7,27,65,6,85,28,66,7
43,123,7,26,65,6,87,28,66,6
80,169,4,28,75,3,76,20,76,3
75,184,4,31,71,3,86,22,76,5
50,127,8,28,65,7,90,26,66,6
48,123,7,25,65,7,87,21,65,6
51,120,7,25,65,7,89,27,68,6
68,180,3,31,75,4,75,22,74,3
37,121,6,26,73,7,88,25,66,7
79,124,6,26,68,7,86,28,75,7
46,124,7,26,66,8,90,28,67,9
38,120,9,26,62,8,92,28,70,7
79,175,7,31,73,2,78,20,76,4
45,141,8,26,64,6,88,27,68,7
37,120,8,25,62,6,88,27,65,7
52,134,7,29,62,6,88,28,67,6
78,190,4,32,75,3,78,21,76,3
74,168,4,31,75,4,75,21,76,3
52,120,8,25,65,7,92,28,68,9
73,206,4,31,74,2,75,20,76,3
73,170,8,31,73,4,86,22,76,3
59,125,9,25,64,7,92,27,67,8
43,120,7,30,62,8,87,28,66,3
73,168,4,30,72,3,75,22,76,3
75,142,6,25,71,7,90,26,67,6
80,191,3,33,75,3,75,20,76,3
66,170,4,31,73,3,75,20,76,3
38,126,7,25,66,7,87,27,66,7
78,187,3,30,74,2,76,20,76,3
40,124,7,25,66,4,89,27,68,8
80,175,4,34,74,2,77,22,76,3
50,126,8,26,67,6,88,27,67,6
64,190,6,27,75,7,78,22,75,6
64,137,7,31,64,4,87,26,67,7
80,187,4,31,74,3,75,20,75,3
80,185,4,33,75,4,75,20,76,3
49,120,7,25,64,7,91,28,64,7
80,180,7,31,64,6,87,23,67,7
74,120,8,31,63,7,87,22,66,7
56,124,8,25,65,7,92,26,68,7
71,131,7,27,66,7,87,22,68,8
51,120,8,25,63,8,89,27,67,7
51,124,7,25,64,7,90,26,65,6
55,126,7,25,65,6,87,26,67,8
71,135,8,25,65,6,88,23,64,7
43,128,7,26,63,7,91,28,64,6
76,177,4,30,71,2,76,20,74,3
61,185,3,31,68,3,90,23,67,7
48,120,6,28,63,7,86,27,67,7
43,134,7,26,72,7,87,21,69,6
47,128,3,33,73,3,87,22,73,5
51,120,8,25,64,6,90,27,67,6
78,161,4,32,71,2,76,21,74,3
51,120,7,26,67,7,88,26,65,7
80,175,3,31,75,3,79,22,76,3
80,175,4,33,75,3,75,23,76,3
47,120,7,25,67,7,90,26,67,7
72,180,3,30,74,6,87,22,76,3
80,183,3,32,75,3,75,20,76,3
46,128,6,26,67,6,85,25,66,6
68,171,7,32,75,4,85,21,76,5
80,197,3,31,75,2,75,20,76,3
46,120,7,27,64,8,88,26,68,7
44,166,8,31,69,8,87,26,67,7
80,181,3,32,74,3,76,20,76,3
65,169,4,28,71,3,79,23,76,3
44,120,8,25,60,8,89,27,64,7
73,120,7,27,67,6,88,27,66,7
62,163,7,32,75,6,77,21,76,3
62,154,5,30,75,4,75,22,76,3
48,120,7,25,67,7,90,28,67,7
50,122,8,25,62,8,90,28,67,7
74,138,6,27,63,6,88,26,68,8
73,183,7,30,71,3,80,21,75,3
63,120,7,27,65,3,90,28,68,6
54,120,8,25,65,8,92,28,68,7
70,134,7,26,66,7,87,26,69,7
74,193,6,30,72,4,82,23,75,3
77,178,3,32,75,2,75,20,76,3
71,145,6,27,66,7,89,28,63,7
45,137,9,27,66,6,89,28,67,6
70,163,8,32,75,4,77,21,76,7
80,177,4,31,75,2,82,20,76,3
80,195,3,31,75,2,75,21,76,3
72,179,4,32,73,3,76,22,74,3
56,128,7,25,63,4,87,27,67,6
48,120,7,25,65,7,88,27,66,7
80,167,3,34,71,3,77,23,76,3
80,194,3,32,75,4,75,20,76,3
70,176,7,31,72,6,86,23,76,6
70,176,7,45,64,0,86,43,68,0
70,176,7,32,54,0,86,35,54,0
70,176,7,25,75,0,86,28,74,0
70,176,7,22,54,0,86,20,55,0
70,176,7,47,84,0,86,45,82,0
70,176,7,36,42,0,86,37,44,0
70,176,7,27,65,0,86,27,67,0
70,176,7,28,76,0,86,29,79,0
70,176,7,25,81,0,86,25,75,0
70,176,7,45,74,0,86,46,70,0
70,176,7,26,85,0,86,23,81,0
70,176,7,36,54,0,86,36,55,0
70,176,7,34,63,0,86,38,62,0
70,176,7,36,75,0,86,39,77,0
70,176,7,32,85,0,86,33,89,0
